,business_code,cust_number,name_customer,clear_date,buisness_year,doc_id,posting_date,due_in_date,baseline_create_date,cust_payment_terms,diff,coverted_usd
11118,U001,0200769623,WAL-MAR systems,,2020.0,1930778468.0,2020-04-12,2020-04-27,2020-04-12,NAH4,not equal,19925.227
11132,U001,0200769623,WAL-MAR systems,,2020.0,1930844182.0,2020-05-01,2020-05-16,2020-05-01,NAH4,equal,7915.446
11133,U001,200769623,WAL-MAR systems,,2020.0,1930681379.0,2020-03-22,2020-04-06,2020-03-22,NAH4,not equal,23610.874
11135,U001,0200762301,C&S WH in,,2020.0,1930814514.0,2020-04-22,2020-05-07,2020-04-22,NAC6,equal,56367.045
11137,U001,0200555117,BURR associates,,2020.0,1930622149.0,2020-03-09,2020-03-24,2020-03-09,NAA8,not equal,58381.337
11140,U001,0200769623,WAL-MAR trust,,2020.0,1930745490.0,2020-04-06,2020-04-21,2020-04-06,NAH4,not equal,85.79899999999999
11143,U001,0200769623,WAL-MAR associates,,2020.0,1930747607.0,2020-04-04,2020-04-19,2020-04-04,NAH4,equal,15099.251999999999
11168,U001,0200152991,JET corp,,2020.0,1930847127.0,2020-05-01,2020-05-16,2020-05-01,NAA8,equal,3447.542
11169,U001,0200744019,TARG ,,2020.0,1930716241.0,2020-03-30,2020-04-14,2020-03-30,NAA8,not equal,24224.585
11170,U001,200418007,AM llc,,2020.0,1930876332.0,2020-05-07,2020-05-22,2020-05-07,NAA8,equal,1891.4279999999999
11172,U001,0200762301,C&S WH corp,,2020.0,1930830971.0,2020-04-30,2020-05-15,2020-04-30,NAC6,not equal,25336.85
11179,U001,0200769623,WAL-MAR corporation,,2020.0,1930801525.0,2020-04-19,2020-05-04,2020-04-19,NAH4,not equal,19778.745
11183,U001,0200769623,WAL-MAR systems,,2020.0,1930827027.0,2020-04-27,2020-05-12,2020-04-27,NAH4,not equal,462.777
11186,U001,0200769623,WAL-MAR systems,,2020.0,1930624629.0,2020-03-11,2020-03-26,2020-03-11,NAH4,not equal,3515.288
11191,U001,0200769623,WAL-MAR ,,2020.0,1930833670.0,2020-04-29,2020-05-14,2020-04-29,NAH4,not equal,9980.488
11197,U001,0200799367,MCL co,,2020.0,1930778476.0,2020-04-15,2020-04-30,2020-04-15,NAA8,not equal,20464.093999999997
11203,U001,0200776463,KROGE corporation,,2020.0,1930659969.0,2020-03-16,2020-03-31,2020-03-16,NAA8,not equal,92464.60999999999
11217,U001,0200764795,SYSCO  corporation,,2020.0,1930642165.0,2020-03-12,2020-04-01,2020-03-12,NAD1,equal,1034.908
11232,U001,0200793568,SUPE ,,2020.0,1930764770.0,2020-04-08,2020-04-23,2020-04-08,NAA8,not equal,59351.445999999996
11245,U001,0200724999,GILSTE in,,2020.0,1930729941.0,2020-04-01,2020-04-11,2020-04-01,NA10,equal,30958.655
11248,U001,0200726979,BJ'S  associates,,2020.0,1930593012.0,2020-03-03,2020-03-18,2020-03-03,NAA8,not equal,259.01399999999995
11252,U001,0200744019,TARG ,,2020.0,1930823965.0,2020-04-25,2020-05-10,2020-04-25,NAA8,not equal,6256.067999999999
11254,U001,0200762301,C&S WH ,,2020.0,1930859794.0,2020-05-07,2020-05-22,2020-05-07,NAC6,not equal,65422.454999999994
11257,U001,0200769623,WAL-MAR associates,,2020.0,1930652199.0,2020-03-15,2020-03-30,2020-03-15,NAH4,not equal,9916.088
11261,U001,0200769623,WAL-MAR llc,,2020.0,1930662046.0,2020-03-19,2020-04-03,2020-03-19,NAH4,not equal,2289.028
11263,U001,0200778998,CE associates,,2020.0,1930777669.0,2020-04-13,2020-04-28,2020-04-13,NAA8,not equal,15588.216
11264,U001,0200920735,ALBERT corp,,2020.0,1930722962.0,2020-03-31,2020-04-15,2020-03-31,NAA8,not equal,17813.578999999998
11266,U001,0200737918,W LEE  trust,,2020.0,1930740192.0,2020-04-04,2020-04-19,2020-04-04,NAA8,not equal,1874.733
11267,U001,0200779906,BOZZU in,,2020.0,1930751608.0,2020-04-05,2020-04-20,2020-04-05,NAA8,equal,61276.579
11281,U001,0200726979,BJ'S  systems,,2020.0,1930647269.0,2020-03-13,2020-03-28,2020-03-13,NAA8,equal,13490.413999999999
11295,U001,0200752302,KROGER ,,2020.0,1930795650.0,2020-04-18,2020-05-03,2020-04-18,NAA8,not equal,24129.615999999998
11297,U001,0200769556,SHAM foundation,,2020.0,1930783150.0,2020-04-15,2020-04-30,2020-04-15,NAA8,not equal,10300.318
11300,U001,0200759878,SA foundation,,2020.0,1930623162.0,2020-03-08,2020-03-23,2020-03-08,NAH4,equal,27518.05
11309,U001,0200769623,WAL-MAR corp,,2020.0,1930691757.0,2020-03-24,2020-04-08,2020-03-24,NAH4,equal,9974.062
11315,U001,0200739534,OK co,,2020.0,1930723821.0,2020-03-30,2020-04-14,2020-03-30,NAA8,not equal,26691.188999999995
11320,U001,0200762301,C&S WH in,,2020.0,1930846483.0,2020-05-02,2020-05-17,2020-05-02,NAC6,not equal,73614.618
11322,CA02,0140104440,SO in,,2020.0,2960630695.0,2020-04-28,2020-05-10,2020-04-30,CA10,not equal,30345.020999999997
11324,U001,0200803720,DEC ,,2020.0,1930690655.0,2020-03-24,2020-04-08,2020-03-16,NAM4,not equal,421.93199999999996
11326,U001,0200230690,DECA in,,2020.0,1930804275.0,2020-04-21,2020-03-23,2020-03-16,NAM1,not equal,4354.174999999999
11334,U001,0200769623,WAL-MAR co,,2020.0,1930714529.0,2020-03-30,2020-04-14,2020-03-30,NAH4,not equal,35514.401999999995
11335,U001,0200769623,WAL-MAR llc,,2020.0,1930829681.0,2020-04-27,2020-05-12,2020-04-27,NAH4,equal,1340.3249999999998
11336,U001,0200020431,DEC co,,2020.0,1930617737.0,2020-03-07,2020-03-08,2020-03-01,NAM1,not equal,7136.528
11338,U001,0200772670,ASSOCIAT us,,2020.0,1930703245.0,2020-03-25,2020-04-09,2020-03-25,NAU5,equal,75344.47899999999
11346,U001,0200707822,PUBLI foundation,,2020.0,1930779962.0,2020-04-12,2020-04-27,2020-04-12,NAA8,not equal,24373.657
11355,U001,100031704,DELHAIZE ,,2020.0,1930642758.0,2020-03-18,2020-04-02,2020-03-18,NAA8,not equal,5014.758
11356,U001,0200800406,CARGILL  associates,,2020.0,1930670682.0,2020-03-20,2020-03-30,2020-03-20,NA10,not equal,58897.12499999999
11367,U001,0200763489,GENERAL trust,,2020.0,1930666662.0,2020-03-19,2020-05-23,2020-03-19,NAGD,not equal,1841.3919999999998
11369,U001,0200769623,WAL-MAR co,,2020.0,1930849052.0,2020-05-02,2020-05-17,2020-05-02,NAH4,not equal,597.3169999999999
11372,U001,0200418007,AM us,,2020.0,1930789930.0,2020-04-16,2020-05-01,2020-04-16,NAA8,not equal,6269.9
11376,U001,0200704858,WAKE in,,2020.0,1930670841.0,2020-03-19,2020-04-03,2020-03-19,NAA8,equal,25106.375
11378,U001,0200704858,WAKE associates,,2020.0,1930624141.0,2020-03-09,2020-03-24,2020-03-09,NAA8,equal,79526.07599999999
11385,U001,0200519201,KROGE trust,,2020.0,1930781338.0,2020-04-15,2020-04-30,2020-04-15,NAA8,not equal,2232.741
11401,U001,0200772595,SAFEW llc,,2020.0,1930610458.0,2020-03-07,2020-03-22,2020-03-07,NAA8,not equal,55379.268000000004
11403,U001,0200915438,GROC us,,2020.0,1930768851.0,2020-04-14,2020-04-29,2020-04-14,NAA8,not equal,9203.599999999999
11409,U001,0100031704,DELHAIZE corp,,2020.0,1930812554.0,2020-04-22,2020-05-07,2020-04-22,NAA8,equal,100616.79599999999
11415,U001,200936373,SUPE in,,2020.0,1930851970.0,2020-05-04,2020-05-19,2020-05-04,NAA8,not equal,79147.033
11418,U001,CCU013,KRAFT F corporation,,2020.0,1930626187.0,2020-03-09,2020-03-09,2020-03-09,NAX2,equal,9292.759
11426,U001,0200936373,SUPE associates,,2020.0,1930803139.0,2020-04-20,2020-05-05,2020-04-20,NAA8,equal,615.3
11427,U001,0200434439,BAUGH SU in,,2020.0,1930647735.0,2020-03-12,2020-03-27,2020-03-12,NAA8,not equal,44651.151999999995
11443,CA02,0140104440,SO ,,2020.0,2960627486.0,2020-04-13,2020-04-25,2020-04-15,CA10,not equal,3340.9249999999997
11452,U001,0200769623,WAL-MAR ,,2020.0,1930647429.0,2020-03-13,2020-03-28,2020-03-13,NAH4,equal,16222.856999999998
11454,U001,0200782001,GORDO llc,,2020.0,1930630861.0,2020-03-10,2020-03-25,2020-03-10,NAA8,equal,25800.117
11474,U001,0200761734,H E BUT associates,,2020.0,1930655820.0,2020-03-16,2020-03-31,2020-03-16,NAA8,equal,32639.859
11478,U001,0200353024,DECA trust,,2020.0,1930876242.0,2020-05-07,2020-05-24,2020-05-01,NAM4,not equal,4817.071
11482,U001,0200769623,WAL-MAR ,,2020.0,1930860204.0,2020-05-06,2020-05-21,2020-05-06,NAH4,not equal,60088.714
11486,U001,0200759878,SA us,,2020.0,1930829447.0,2020-04-27,2020-05-12,2020-04-27,NAH4,equal,9171.910999999998
11491,U001,0200769623,WAL-MAR corp,,2020.0,1930676516.0,2020-03-20,2020-04-04,2020-03-20,NAH4,equal,12720.413999999999
11503,U001,0200580232,INTERR us,,2020.0,1930774421.0,2020-04-09,2020-04-19,2020-04-09,NA10,not equal,13432.125
11509,U001,0200416837,DEC corporation,,2020.0,1930857577.0,2020-05-05,2020-05-24,2020-05-01,NAM4,not equal,1803.0669999999998
11511,U001,0200705742,DOT foundation,,2020.0,1930840009.0,2020-04-30,2020-06-01,2020-04-30,NA32,not equal,1099.224
11521,U001,0200416837,DEC corporation,,2020.0,1930859939.0,2020-05-05,2020-05-24,2020-05-01,NAM4,not equal,926.1839999999999
11529,CA02,0140105785,SHOPPE systems,,2020.0,2960628910.0,2020-04-14,2020-04-25,2020-04-15,CA10,not equal,73294.82999999999
11542,U001,0200762950,HAR trust,,2020.0,1930785580.0,2020-04-14,2020-04-29,2020-04-14,NAA8,equal,11726.259999999998
11548,U001,200794332,COST co,,2020.0,1930858172.0,2020-05-07,2020-05-22,2020-05-07,NAAX,not equal,10340.784999999998
11550,U001,0200416837,DEC foundation,,2020.0,1930753587.0,2020-04-06,2020-04-24,2020-04-01,NAM4,not equal,1841.707
11551,U001,0200152991,JET ,,2020.0,1930667015.0,2020-03-18,2020-04-02,2020-03-18,NAA8,equal,103.418
11557,U001,0200744019,TARG ,,2020.0,1930832507.0,2020-04-29,2020-05-14,2020-04-29,NAA8,not equal,2501.2329999999997
11566,U001,0200769623,WAL-MAR in,,2020.0,1930623728.0,2020-03-10,2020-03-25,2020-03-10,NAH4,not equal,44621.653999999995
11567,U001,0200416837,DEC foundation,,2020.0,1930858037.0,2020-05-05,2020-05-24,2020-05-01,NAM4,not equal,3031.245
11572,U001,0200726979,BJ'S  systems,,2020.0,1930655196.0,2020-03-15,2020-03-30,2020-03-15,NAA8,not equal,468.46099999999996
11580,U001,0200726979,BJ'S  associates,,2020.0,1930584422.0,2020-03-01,2020-03-16,2020-03-01,NAA8,not equal,186.914
11585,U001,0200761734,H E BUT us,,2020.0,1930631504.0,2020-03-11,2020-03-26,2020-03-11,NAA8,not equal,60365.235
11589,CA02,140106408,WAL-M corp,,2020.0,2960629257.0,2020-04-18,2020-04-29,2020-04-19,CA10,not equal,65450.55299999999
11590,U001,0200707822,PUBLI co,,2020.0,1930645405.0,2020-03-12,2020-03-27,2020-03-12,NAA8,equal,422.828
11592,CA02,0140106408,WAL-M associates,,2020.0,2960622736.0,2020-03-20,2020-03-30,2020-03-20,CA10,equal,2189.25
11598,U001,200771157,WEIS corp,,2020.0,1930684206.0,2020-03-21,2020-04-05,2020-03-21,NAA8,equal,92865.64699999998
11599,U001,0200729290,KROGER systems,,2020.0,1930816111.0,2020-04-23,2020-05-08,2020-04-23,NAA8,not equal,8603.42
11604,U001,0200418007,AM us,,2020.0,1930763605.0,2020-04-08,2020-06-12,2020-04-08,NAGD,equal,1422.7079999999999
11606,U001,0200759878,SA ,,2020.0,1930710160.0,2020-03-30,2020-04-14,2020-03-30,NAH4,not equal,20732.452999999998
11609,U001,0200769623,WAL-MAR trust,,2020.0,1930848685.0,2020-05-04,2020-05-19,2020-05-04,NAH4,not equal,18291.293999999998
11624,U001,0200769623,WAL-MAR associates,,2020.0,1930610860.0,2020-03-06,2020-03-21,2020-03-06,NAH4,equal,21673.007999999998
11627,U001,0200772595,SAFEW in,,2020.0,1930814773.0,2020-04-24,2020-05-09,2020-04-24,NAA8,not equal,97331.325
11629,U001,0200803720,DEC ,,2020.0,1930819346.0,2020-04-23,2020-05-09,2020-04-16,NAM4,not equal,294.168
11634,U001,0200755701,ASSOCI co,,2020.0,1930833943.0,2020-04-29,2020-05-14,2020-04-29,NAA8,not equal,52042.458999999995
11641,U001,0200780383,MEIJ corp,,2020.0,1930670311.0,2020-03-18,2020-04-02,2020-03-18,NAA8,equal,22809.695999999996
11644,U001,0200900212,CASEY in,,2020.0,1930788661.0,2020-04-15,2020-04-30,2020-04-15,NAA8,equal,7181.474999999999
11646,U001,0200743123,KROGER foundation,,2020.0,1930648213.0,2020-03-13,2020-03-28,2020-03-13,NAA8,equal,9087.910999999998
11657,U001,0200772670,ASSOCIAT foundation,,2020.0,1930760439.0,2020-04-07,2020-04-22,2020-04-07,NAU5,equal,6511.861999999999
11661,U001,0200762950,HAR corp,,2020.0,1930722869.0,2020-03-31,2020-04-15,2020-03-31,NAA8,equal,30394.265999999996
11668,U001,0200772595,SAFEW foundation,,2020.0,1930812738.0,2020-04-23,2020-05-08,2020-04-23,NAA8,not equal,62796.78999999999
11669,U001,0200307138,UTZ Q corp,,2020.0,1930781278.0,2020-04-15,2020-05-15,2020-04-15,NAD5,not equal,40954.2
11671,U001,0200799420,HT HA us,,2020.0,1930848347.0,2020-05-01,2020-05-16,2020-05-01,NAA8,equal,2828.973
11679,CA02,0140104429,COSTCO us,,2020.0,2960616597.0,2020-03-09,2020-03-26,2020-03-16,CA10,not equal,23679.487999999998
11696,U001,0200769623,WAL-MAR ,,2020.0,1930660902.0,2020-03-18,2020-04-02,2020-03-18,NAH4,not equal,15190.545999999998
11698,U001,0200881076,ALBERT llc,,2020.0,1930805985.0,2020-04-20,2020-05-05,2020-04-20,NAA8,not equal,23196.144999999997
11701,U001,200769623,WAL-MAR trust,,2020.0,1930855472.0,2020-05-05,2020-05-20,2020-05-05,NAH4,not equal,3009.741
11705,U001,0200769623,WAL-MAR in,,2020.0,1930621071.0,2020-03-09,2020-03-24,2020-03-09,NAH4,not equal,33464.984
11712,U001,0200759878,SA in,,2020.0,1930761497.0,2020-04-08,2020-04-23,2020-04-08,NAH4,equal,10503.703
11715,U001,0200792293,UNIFIE systems,,2020.0,1930775552.0,2020-04-10,2020-04-25,2020-04-10,NAA8,equal,16944.494
11717,U001,0200793568,SUPE corporation,,2020.0,1930810396.0,2020-04-22,2020-05-07,2020-04-22,NAA8,equal,108301.92099999999
11725,U001,0200729942,SA associates,,2020.0,1930743409.0,2020-04-03,2020-04-18,2020-04-03,NAA8,equal,9222.71
11733,CA02,0140105785,SHOPPE us,,2020.0,2960623731.0,2020-03-24,2020-04-04,2020-03-25,CA10,not equal,70304.07999999999
11738,U001,0200769623,WAL-MAR corp,,2020.0,1930827121.0,2020-04-27,2020-05-12,2020-04-27,NAH4,not equal,34924.82
11755,U001,0200762301,C&S WH trust,,2020.0,1930653443.0,2020-03-16,2020-03-31,2020-03-16,NAC6,not equal,23326.393999999997
11757,U001,0200759878,SA corporation,,2020.0,1930786483.0,2020-04-15,2020-04-30,2020-04-15,NAH4,not equal,16146.739
11762,U001,0200761734,H E BUT ,,2020.0,1930696281.0,2020-03-25,2020-04-09,2020-03-25,NAA8,equal,33163.823
11777,U001,0200769623,WAL-MAR foundation,,2020.0,1930711264.0,2020-03-29,2020-04-13,2020-03-29,NAH4,not equal,10711.148
11784,U001,0200769623,WAL-MAR systems,,2020.0,1930799238.0,2020-04-19,2020-05-04,2020-04-19,NAH4,not equal,2259.691
11788,U001,0100031704,DELHAIZE associates,,2020.0,1930857360.0,2020-05-06,2020-05-21,2020-05-06,NAA8,not equal,2881.0739999999996
11799,U001,0200759878,SA us,,2020.0,1930661800.0,2020-03-17,2020-04-01,2020-03-17,NAH4,equal,15555.406999999997
11801,U001,0200769623,WAL-MAR associates,,2020.0,1930619357.0,2020-03-07,2020-03-22,2020-03-07,NAH4,equal,25212.739999999998
11802,U001,0200337148,COAS corporation,,2020.0,1930670412.0,2020-03-18,2020-04-02,2020-03-18,NAA8,equal,6343.728999999999
11806,U001,0200762301,C&S WH systems,,2020.0,1930617875.0,2020-03-08,2020-05-12,2020-03-08,NAGD,not equal,671.727
11807,U001,0100054380,IMLE us,,2020.0,1930633659.0,2020-03-10,2020-03-25,2020-03-10,NAA8,equal,14398.271999999999
11810,U001,0200769623,WAL-MAR co,,2020.0,1930759929.0,2020-04-08,2020-04-23,2020-04-08,NAH4,not equal,1234.541
11815,U001,0200762301,C&S WH corp,,2020.0,1930621739.0,2020-03-09,2020-05-13,2020-03-09,NAGD,not equal,489.454
11818,U001,0200769623,WAL-MAR corporation,,2020.0,1930723640.0,2020-03-30,2020-04-14,2020-03-30,NAH4,not equal,18481.729
11819,U013,0100046487,PAPA JOH corporation,,2020.0,1991841417.0,2020-03-23,2020-04-17,2020-03-23,NA25,equal,11205.74
11820,U001,0200759878,SA corporation,,2020.0,1930703340.0,2020-03-30,2020-04-14,2020-03-30,NAH4,equal,16125.718
11821,U001,0200772670,ASSOCIAT ,,2020.0,1930651317.0,2020-03-13,2020-03-28,2020-03-13,NAU5,equal,21481.46
11826,U001,0100031704,DELHAIZE trust,,2020.0,1930708207.0,2020-03-26,2020-04-10,2020-03-26,NAA8,equal,56158.662
11829,U001,0200772670,ASSOCIAT us,,2020.0,1930648114.0,2020-03-13,2020-03-28,2020-03-13,NAU5,equal,2313.22
11830,U001,0200769623,WAL-MAR corporation,,2020.0,1930703945.0,2020-03-26,2020-04-10,2020-03-26,NAH4,not equal,31091.346999999998
11833,U001,0200742521,GLA associates,,2020.0,1930768576.0,2020-04-09,2020-04-24,2020-04-09,NAA8,equal,9502.08
11835,U001,0200705742,DOT corporation,,2020.0,1930676655.0,2020-03-20,2020-04-23,2020-03-20,NAAW,equal,693.819
11837,U001,0200769623,WAL-MAR in,,2020.0,1930716619.0,2020-03-29,2020-04-13,2020-03-29,NAH4,not equal,7211.246
11844,U001,0200762301,C&S WH co,,2020.0,1930862410.0,2020-05-05,2020-05-20,2020-05-05,NAC6,not equal,7036.7429999999995
11847,U001,0200705742,DOT corp,,2020.0,1930609488.0,2020-03-05,2020-03-20,2020-03-05,NAA8,equal,16166.178
11850,U001,0200744019,TARG in,,2020.0,1930651117.0,2020-03-14,2020-05-18,2020-03-14,NAGD,not equal,12307.231999999998
11856,U001,0200759878,SA associates,,2020.0,1930635211.0,2020-03-11,2020-05-15,2020-03-11,NAGD,not equal,744.66
11866,CA02,0140104409,LOB corp,,2020.0,2960617947.0,2020-03-02,2020-03-12,2020-03-02,CA10,equal,46847.85
11880,U001,0200728270,HEI foundation,,2020.0,1930782731.0,2020-04-14,2020-04-29,2020-04-14,NAA8,equal,2800.1749999999997
11891,U001,200494102,MCCA co,,2020.0,1930730206.0,2020-03-30,2020-04-15,2020-03-30,C106,not equal,50465.835
11897,U001,0200780383,MEIJ foundation,,2020.0,1930813818.0,2020-04-21,2020-05-06,2020-04-21,NAA8,not equal,227.34599999999998
11901,U001,0200764795,SYSCO  systems,,2020.0,1930672957.0,2020-03-24,2020-04-25,2020-03-24,NA32,not equal,8302.336
11905,U001,0200726979,BJ'S  us,,2020.0,1930830185.0,2020-04-28,2020-05-13,2020-04-28,NAA8,not equal,225.07099999999997
11908,U001,0200744019,TARG ,,2020.0,1930879720.0,2020-05-08,2020-05-23,2020-05-08,NAA8,equal,17394.110999999997
11914,CA02,0140106408,WAL-M in,,2020.0,2960622224.0,2020-03-21,2020-03-31,2020-03-21,CA10,equal,53209.16299999999
11921,CA02,0140106408,WAL-M in,,2020.0,2960625549.0,2020-04-02,2020-04-12,2020-04-02,CA10,equal,1173.1299999999999
11926,CA02,0140104409,LOB ,,2020.0,2960623038.0,2020-03-20,2020-04-02,2020-03-23,CA10,not equal,72189.418
11927,U001,0200794332,COST llc,,2020.0,1930607549.0,2020-03-06,2020-03-21,2020-03-06,NAAX,not equal,4628.141
11930,U001,0200769623,WAL-MAR systems,,2020.0,1930620236.0,2020-03-07,2020-03-22,2020-03-07,NAH4,equal,330.092
11931,U001,0200744019,TARG co,,2020.0,1930851168.0,2020-05-03,2020-05-18,2020-05-03,NAA8,not equal,67.48
11934,CA02,0140104429,COSTCO systems,,2020.0,2960617463.0,2020-03-02,2020-03-21,2020-03-11,CA10,not equal,33827.84299999999
11936,U013,0140103470,D'ALB us,,2020.0,1991839992.0,2020-03-16,2020-04-15,2020-03-16,NAVE,equal,28297.5
11938,CA02,0140104225,SAVE-ON- llc,,2020.0,2960631149.0,2020-04-30,2020-05-18,2020-05-08,CA10,not equal,92704.416
11943,U001,0200236583,REQU us,,2020.0,1930692583.0,2020-04-01,2020-04-11,2020-04-01,NA10,not equal,24329.815999999995
11949,U001,0200769623,WAL-MAR trust,,2020.0,1930624012.0,2020-03-09,2020-03-24,2020-03-09,NAH4,equal,40306.818999999996
11950,U001,0200769623,WAL-MAR in,,2020.0,1930604683.0,2020-03-06,2020-03-21,2020-03-06,NAH4,not equal,11924.675
11956,U001,0200706844,WINC us,,2020.0,1930731719.0,2020-04-02,2020-04-17,2020-04-02,NAA8,equal,24704.322999999997
11957,U001,0200769623,WAL-MAR ,,2020.0,1930798988.0,2020-04-17,2020-05-02,2020-04-17,NAH4,equal,330.092
11961,U001,0200772670,ASSOCIAT foundation,,2020.0,1930752782.0,2020-04-06,2020-04-21,2020-04-06,NAU5,equal,1387.232
11968,CA02,0140104285,BUY- ,,2020.0,2960621333.0,2020-03-16,2020-04-04,2020-03-25,CA10,not equal,1244.271
11976,U001,0200769623,WAL-MAR trust,,2020.0,1930642287.0,2020-03-13,2020-03-28,2020-03-13,NAH4,not equal,1521.2119999999998
11992,U001,0200741831,SUPE associates,,2020.0,1930598374.0,2020-03-05,2020-03-20,2020-03-05,NAA8,not equal,70270.599
11998,U001,0200769623,WAL-MAR trust,,2020.0,1930849901.0,2020-05-02,2020-05-17,2020-05-02,NAH4,not equal,1138.4309999999998
11999,U001,0200762301,C&S WH ,,2020.0,1930606282.0,2020-03-07,2020-03-22,2020-03-07,NAC6,not equal,7582.89
12013,U001,0100043975,JAVA associates,,2020.0,1930578884.0,2020-02-27,2020-03-13,2020-02-27,NAA8,equal,1289.3999999999999
12017,U001,0200418007,AM trust,,2020.0,1930777618.0,2020-04-16,2020-05-01,2020-04-16,NAA8,not equal,275.37999999999994
12027,U001,0200658936,CARIBB trust,,2020.0,1930605809.0,2020-03-04,2020-05-03,2020-03-04,NAVQ,not equal,35279.719999999994
12036,U001,0200148860,DOLLA foundation,,2020.0,1930685068.0,2020-03-24,2020-04-08,2020-03-24,NAA8,not equal,15684.262999999999
12037,U001,0200455322,PEA co,,2020.0,1930624502.0,2020-03-10,2020-04-09,2020-03-10,NAD5,not equal,49883.085
12038,U001,0200773364,U R M  ,,2020.0,1930760165.0,2020-04-13,2020-04-28,2020-04-13,NAA8,not equal,2618.1119999999996
12039,U001,0200794332,COST trust,,2020.0,1930660515.0,2020-03-17,2020-04-01,2020-03-17,NAAX,equal,24500.566999999995
12043,U001,0200726979,BJ'S  systems,,2020.0,1930788605.0,2020-04-15,2020-04-30,2020-04-15,NAA8,equal,900.7109999999999
12044,U001,0200769623,WAL-MAR corporation,,2020.0,1930712121.0,2020-03-28,2020-04-12,2020-03-28,NAH4,not equal,46069.59
12049,CA02,0140106408,WAL-M trust,,2020.0,2960622755.0,2020-03-21,2020-03-31,2020-03-21,CA10,equal,3617.467
12063,U001,0200769623,WAL-MAR corporation,,2020.0,1930724862.0,2020-03-31,2020-04-15,2020-03-31,NAH4,equal,660.184
12070,U001,0200772670,ASSOCIAT corporation,,2020.0,1930828544.0,2020-04-27,2020-05-12,2020-04-27,NAU5,not equal,8516.256
12072,U001,0200769623,WAL-MAR corp,,2020.0,1930780996.0,2020-04-13,2020-04-28,2020-04-13,NAH4,equal,50696.499
12074,U001,0200573068,GROCE us,,2020.0,1930577914.0,2020-02-27,2020-03-13,2020-02-27,NAA8,equal,13894.145999999999
12076,U001,0200769623,WAL-MAR us,,2020.0,1930763860.0,2020-04-10,2020-04-25,2020-04-10,NAH4,not equal,1171.8139999999999
12079,U001,0200290370,BARGAIN  us,,2020.0,1930729793.0,2020-04-06,2020-04-21,2020-04-06,NAA8,not equal,11061.637999999999
12084,U001,0200799367,MCL trust,,2020.0,1930717773.0,2020-03-30,2020-04-14,2020-03-30,NAA8,not equal,58389.345
